transaction_id,date,hour,user_id,amount,transaction_type,city,operator,nb_transactions_24h,changement_localisation,appareil_different,is_fraud,fraud_type
TXN00000051,2024-07-21,22,user_773693536,30000.0,payment,Kaolack,Orange Money,0,0,0,0,normal
TXN00000052,2024-10-04,11,user_758284009,22881.0,deposit,Dakar,Free Money,0,0,0,0,normal
TXN00000053,2024-10-07,7,user_789367001,200000.0,deposit,Ziguinchor,Orange Money,0,0,0,0,normal
TXN00000054,2024-11-24,7,user_772119038,25932.0,transfer,Touba,Wave,2,0,0,0,normal
TXN00000055,2024-11-21,12,user_768664356,50000.0,transfer,Saint-Louis,Free Money,0,0,0,0,normal
TXN00000056,2024-12-28,13,user_709555595,9790.0,transfer,Dakar,Free Money,2,0,0,0,normal
TXN00000057,2024-09-13,8,user_774762393,41669.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00000058,2024-11-14,18,user_767295779,100000.0,withdrawal,Dakar,Wizall,0,0,0,0,normal
TXN00000059,2024-09-03,19,user_764203556,29596.0,transfer,Kaolack,Wave,1,0,0,0,normal
TXN00000060,2024-12-14,12,user_758882503,18295.0,deposit,Dakar,Orange Money,2,0,0,1,phishing
TXN00000061,2024-12-14,16,user_708071143,13979.0,payment,Saint-Louis,Orange Money,1,0,0,0,normal
TXN00000062,2024-08-27,1,user_704868056,388851.0,deposit,Touba,Orange Money,1,1,1,1,compte_interne
TXN00000063,2024-08-16,15,user_756965072,30000.0,payment,Ziguinchor,Orange Money,1,0,0,0,normal
TXN00000064,2024-07-16,19,user_751590859,8254.0,payment,Dakar,Orange Money,1,0,0,0,normal
TXN00000065,2024-11-13,11,user_764672603,3302.0,payment,Kaolack,Orange Money,1,0,0,0,normal
TXN00000066,2024-08-04,18,user_707980931,136981.0,deposit,Thiès,Wave,1,0,0,0,normal
TXN00000067,2024-10-17,8,user_753754303,23390.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00000068,2024-09-24,18,user_702482323,30000.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00000069,2024-08-24,19,user_756635087,100000.0,withdrawal,Saint-Louis,Orange Money,1,0,0,0,normal
TXN00000070,2024-10-18,10,user_765351239,32742.0,transfer,Ziguinchor,Free Money,1,0,0,0,normal
TXN00000071,2024-09-30,10,user_779968045,1578.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00000072,2024-08-26,14,user_773557213,12305.0,payment,Saint-Louis,Wave,2,0,0,0,normal
TXN00000073,2024-12-26,20,user_789410611,15924.0,payment,Thiès,Orange Money,1,0,0,0,normal
TXN00000074,2024-08-21,14,user_752569282,18483.0,payment,Dakar,Wave,0,0,0,0,normal
TXN00000075,2024-11-10,17,user_761522734,22047.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00000076,2024-11-03,15,user_787259602,40754.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00000077,2024-10-26,16,user_772337494,13967.0,transfer,Thiès,Wizall,0,0,0,0,normal
TXN00000078,2024-10-30,9,user_758543684,100000.0,withdrawal,Dakar,Orange Money,1,0,0,0,normal
TXN00000079,2024-07-01,13,user_766679880,9620.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00000080,2024-10-15,20,user_705952047,10079.0,transfer,Saint-Louis,Wave,0,0,0,0,normal
TXN00000081,2024-12-27,9,user_776803583,50000.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00000082,2024-08-25,8,user_752509635,11894.0,payment,Kaolack,Orange Money,1,0,0,0,normal
TXN00000083,2024-08-07,13,user_787742809,32301.0,transfer,Dakar,Orange Money,1,1,1,1,phishing
TXN00000084,2024-11-15,17,user_786537677,4888.0,payment,Thiès,Wave,0,0,0,0,normal
TXN00000085,2024-09-21,11,user_771235107,30553.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000086,2024-08-02,0,user_706861357,49923.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00000087,2024-08-31,17,user_702756740,66667.0,transfer,Kaolack,Free Money,2,1,1,1,agent_complice
TXN00000088,2024-12-26,18,user_779308126,28641.0,transfer,Kaolack,Orange Money,0,0,0,0,normal
TXN00000089,2024-11-17,8,user_709963996,25418.0,payment,Dakar,Wave,0,0,0,0,normal
TXN00000090,2024-11-11,11,user_777314884,6749.0,transfer,Touba,Orange Money,1,0,0,0,normal
TXN00000091,2024-09-22,10,user_756537308,23299.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00000092,2024-09-07,18,user_755955264,200000.0,deposit,Kaolack,Wizall,2,0,0,0,normal
TXN00000093,2024-08-04,20,user_787001339,80346.0,withdrawal,Saint-Louis,Orange Money,2,0,0,0,normal
TXN00000094,2024-10-31,15,user_757564250,178921.0,deposit,Thiès,Wave,2,0,0,0,normal
TXN00000095,2024-10-12,11,user_789278631,30000.0,payment,Dakar,Free Money,2,0,0,0,normal
TXN00000096,2024-08-22,20,user_755206146,7766.0,payment,Ziguinchor,Wave,1,0,0,0,normal
TXN00000097,2024-07-15,19,user_767822907,22382.0,payment,Kaolack,Wave,2,0,0,0,normal
TXN00000098,2024-12-30,8,user_776220882,50000.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00000099,2024-08-07,14,user_774252130,50000.0,transfer,Thiès,Wave,0,0,0,0,normal
TXN00000100,2024-11-07,1,user_777110405,7226.0,payment,Kaolack,Wave,2,0,0,0,normal
TXN00000101,2024-09-12,11,user_765210746,6653.0,transfer,Ziguinchor,Orange Money,1,0,0,0,normal
TXN00000102,2024-10-19,16,user_751579917,9398.0,payment,Ziguinchor,Free Money,0,0,0,0,normal
TXN00000103,2024-09-10,15,user_708924643,31719.0,withdrawal,Dakar,Free Money,2,0,0,0,normal
TXN00000104,2024-11-28,8,user_782583189,22019.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00000105,2024-09-01,10,user_772736649,7185.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00000106,2024-12-16,8,user_753931337,50000.0,transfer,Ziguinchor,Wave,2,0,0,0,normal
TXN00000107,2024-12-09,20,user_779889042,22241.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00000108,2024-09-01,10,user_775679639,7500.0,transfer,Thiès,Wizall,0,0,0,0,normal
TXN00000109,2024-12-24,14,user_752022082,17977.0,withdrawal,Dakar,Orange Money,2,0,0,0,normal
TXN00000110,2024-10-31,17,user_788844494,28726.0,transfer,Thiès,Orange Money,2,0,0,0,normal
TXN00000111,2024-07-18,10,user_781835354,100000.0,withdrawal,Dakar,Free Money,0,0,0,0,normal
TXN00000112,2024-07-08,19,user_702066152,200000.0,deposit,Dakar,Wave,0,0,0,0,normal
TXN00000113,2024-09-25,22,user_759130188,42750.0,withdrawal,Dakar,Orange Money,2,0,0,0,normal
TXN00000114,2024-09-10,7,user_751388196,100000.0,withdrawal,Kaolack,Orange Money,1,0,0,0,normal
TXN00000115,2024-08-04,9,user_751983115,63341.0,withdrawal,Kaolack,Orange Money,2,0,0,0,normal
TXN00000116,2024-08-24,20,user_765194013,31215.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000117,2024-11-24,14,user_767382707,9445.0,transfer,Thiès,Orange Money,0,0,0,0,normal
TXN00000118,2024-08-06,12,user_784091139,7937.0,payment,Dakar,Wizall,1,0,0,0,normal
TXN00000119,2024-10-16,8,user_701601755,100000.0,withdrawal,Dakar,Orange Money,1,0,0,0,normal
TXN00000120,2024-07-09,14,user_776689889,14877.0,payment,Dakar,Free Money,1,0,0,0,normal
TXN00000121,2024-07-29,8,user_779033296,29825.0,transfer,Thiès,Wave,1,0,0,0,normal
TXN00000122,2024-09-14,9,user_701160268,11658.0,transfer,Ziguinchor,Free Money,1,0,0,0,normal
TXN00000123,2024-07-12,15,user_753392875,30000.0,payment,Saint-Louis,Wave,1,0,0,0,normal
TXN00000124,2024-08-23,16,user_705809773,31324.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00000125,2024-12-11,16,user_751692695,11931.0,transfer,Ziguinchor,Wave,0,0,0,0,normal
TXN00000126,2024-08-05,14,user_752024328,50000.0,transfer,Saint-Louis,Wizall,2,0,0,0,normal
TXN00000127,2024-12-01,13,user_763901574,11045.0,transfer,Thiès,Wave,2,0,0,0,normal
TXN00000128,2024-11-08,6,user_705024264,6136.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000129,2024-08-13,17,user_765419865,174313.0,deposit,Dakar,Wizall,2,0,0,0,normal
TXN00000130,2024-07-08,15,user_789398689,100000.0,withdrawal,Thiès,Wizall,1,0,0,0,normal
TXN00000131,2024-09-27,15,user_707847739,17125.0,payment,Thiès,Wizall,1,0,0,0,normal
TXN00000132,2024-09-24,20,user_757754056,18778.0,transfer,Dakar,Wizall,1,0,0,0,normal
TXN00000133,2024-08-28,21,user_783725441,15599.0,payment,Saint-Louis,Orange Money,2,0,0,0,normal
TXN00000134,2024-11-29,9,user_772344237,26114.0,transfer,Kaolack,Orange Money,2,0,0,0,normal
TXN00000135,2024-10-16,14,user_781140823,100000.0,withdrawal,Thiès,Wave,1,0,0,0,normal
TXN00000136,2024-08-24,12,user_776086491,44377.0,deposit,Ziguinchor,Orange Money,2,1,0,1,phishing
TXN00000137,2024-08-31,13,user_705184535,10678.0,payment,Kaolack,Orange Money,2,0,0,0,normal
TXN00000138,2024-12-20,11,user_788878419,50000.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000139,2024-12-28,23,user_702018380,50000.0,transfer,Ziguinchor,Free Money,2,0,0,0,normal
TXN00000140,2024-11-01,12,user_761367543,23621.0,withdrawal,Dakar,Wave,0,0,0,0,normal
TXN00000141,2024-08-21,6,user_765522703,17419.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000142,2024-12-16,9,user_708593207,84661.0,withdrawal,Dakar,Wizall,0,0,0,0,normal
TXN00000143,2024-07-09,20,user_704510988,76031.0,deposit,Kaolack,Orange Money,2,0,0,0,normal
TXN00000144,2024-07-13,9,user_701171281,5964.0,payment,Thiès,Orange Money,0,0,0,0,normal
TXN00000145,2024-09-05,10,user_776199992,14431.0,payment,Kaolack,Orange Money,2,0,0,0,normal
TXN00000146,2024-08-07,10,user_707465654,45184.0,withdrawal,Dakar,Orange Money,0,0,0,0,normal
TXN00000147,2024-07-28,6,user_786903348,5000.0,withdrawal,Saint-Louis,Orange Money,1,0,0,0,normal
TXN00000148,2024-08-09,14,user_763586094,12711.0,transfer,Saint-Louis,Wave,0,0,0,0,normal
TXN00000149,2024-08-28,19,user_753946008,78472.0,withdrawal,Thiès,Free Money,2,0,0,0,normal
TXN00000150,2024-11-10,19,user_774736600,6062.0,withdrawal,Dakar,Wave,1,1,1,1,bypass_cash_in
TXN00000151,2024-09-15,13,user_787360488,49052.0,transfer,Thiès,Orange Money,0,0,0,0,normal
TXN00000152,2024-12-10,8,user_702121337,76309.0,transfer,Dakar,Orange Money,1,1,0,1,phishing
TXN00000153,2024-10-04,17,user_709722028,151745.0,deposit,Dakar,Orange Money,2,0,0,0,normal
TXN00000154,2024-08-19,23,user_762673076,9408.0,payment,Thiès,Wave,2,0,0,0,normal
TXN00000155,2024-07-29,2,user_704573392,50000.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000156,2024-07-04,12,user_752379281,14469.0,payment,Saint-Louis,Wave,1,0,0,0,normal
TXN00000157,2024-12-22,16,user_707403979,12764.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00000158,2024-11-24,10,user_784390864,40948.0,deposit,Ziguinchor,Orange Money,0,0,0,0,normal
TXN00000159,2024-12-10,3,user_777859778,30000.0,payment,Touba,Orange Money,0,0,0,0,normal
TXN00000160,2024-10-01,17,user_752406348,39902.0,withdrawal,Kaolack,Wave,0,0,0,0,normal
TXN00000161,2024-07-24,20,user_756753714,14194.0,payment,Dakar,Wave,0,0,0,0,normal
TXN00000162,2024-12-13,9,user_754792882,50000.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00000163,2024-09-02,12,user_751170307,22204.0,transfer,Thiès,Orange Money,0,0,0,0,normal
TXN00000164,2024-08-02,21,user_779734558,59106.0,deposit,Kaolack,Orange Money,0,0,0,0,normal
TXN00000165,2024-08-15,8,user_708040612,30000.0,payment,Dakar,Orange Money,1,0,0,0,normal
TXN00000166,2024-08-02,19,user_761697133,50000.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00000167,2024-10-11,9,user_758267193,20208.0,payment,Ziguinchor,Wave,0,0,0,0,normal
TXN00000168,2024-10-11,15,user_759377761,28358.0,transfer,Ziguinchor,Wave,1,0,0,0,normal
TXN00000169,2024-10-19,17,user_751219428,27947.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00000170,2024-10-14,12,user_761204940,100000.0,withdrawal,Kaolack,Wave,2,0,0,0,normal
TXN00000171,2024-10-30,11,user_707416333,24084.0,payment,Dakar,Orange Money,1,0,0,0,normal
TXN00000172,2024-11-23,15,user_783626353,34428.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00000173,2024-08-04,9,user_771441766,37506.0,transfer,Touba,Wave,0,0,0,0,normal
TXN00000174,2024-07-04,16,user_778819576,37521.0,withdrawal,Thiès,Wave,0,0,0,0,normal
TXN00000175,2024-12-11,3,user_708289419,50000.0,transfer,Kaolack,Wizall,1,0,0,0,normal
TXN00000176,2024-11-02,9,user_775844838,30000.0,payment,Kaolack,Orange Money,1,0,0,0,normal
TXN00000177,2024-09-25,15,user_776794654,3161.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000178,2024-10-19,14,user_789889339,20644.0,payment,Dakar,Wave,0,0,0,0,normal
TXN00000179,2024-07-28,10,user_763266062,30000.0,payment,Touba,Wave,2,0,0,0,normal
TXN00000180,2024-07-10,6,user_774485172,14472.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00000181,2024-11-10,9,user_701610957,7798.0,payment,Dakar,Wave,0,0,0,0,normal
TXN00000182,2024-12-12,17,user_704486116,79626.0,withdrawal,Saint-Louis,Wave,2,0,0,0,normal
TXN00000183,2024-11-25,10,user_761799550,49154.0,transfer,Ziguinchor,Orange Money,1,1,0,1,phishing
TXN00000184,2024-07-20,23,user_704509328,8891.0,deposit,Saint-Louis,Wave,19,1,1,1,fermes_sim
TXN00000185,2024-08-07,8,user_773358682,50000.0,transfer,Kaolack,Wizall,0,0,0,0,normal
TXN00000186,2024-07-08,8,user_759998472,11098.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00000187,2024-12-18,16,user_775519280,30000.0,payment,Dakar,Wizall,1,0,0,0,normal
TXN00000188,2024-08-02,14,user_754358963,131100.0,deposit,Kaolack,Wave,1,0,0,0,normal
TXN00000189,2024-09-01,22,user_779383049,32975.0,transfer,Kaolack,Free Money,0,0,0,0,normal
TXN00000190,2024-10-10,11,user_705371673,21373.0,payment,Kaolack,Free Money,2,0,0,0,normal
TXN00000191,2024-10-17,17,user_768610190,22203.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000192,2024-11-24,11,user_759866499,25820.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00000193,2024-07-11,14,user_786415010,8794.0,payment,Saint-Louis,Wave,1,0,0,0,normal
TXN00000194,2024-12-03,2,user_777500353,50000.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00000195,2024-08-12,17,user_772803944,42891.0,withdrawal,Dakar,Wizall,1,0,0,0,normal
TXN00000196,2024-07-19,7,user_787268303,20869.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00000197,2024-12-03,14,user_703483526,50000.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00000198,2024-07-07,16,user_787941871,47330.0,transfer,Kaolack,Orange Money,1,0,0,0,normal
TXN00000199,2024-08-11,20,user_773379868,37348.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00000200,2024-11-14,17,user_709696694,2467.0,payment,Dakar,Wizall,0,0,0,0,normal
TXN00000201,2024-12-01,10,user_757614667,44382.0,transfer,Saint-Louis,Free Money,1,0,0,0,normal
TXN00000202,2024-12-30,14,user_752146505,36771.0,transfer,Saint-Louis,Orange Money,0,0,0,0,normal
TXN00000203,2024-11-27,2,user_759581126,30000.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00000204,2024-11-30,23,user_785037972,50000.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00000205,2024-12-16,16,user_758823299,161588.0,deposit,Dakar,Orange Money,0,0,0,0,normal
TXN00000206,2024-12-11,9,user_787225466,50000.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000207,2024-08-29,6,user_778128416,63297.0,withdrawal,Kaolack,Wave,0,0,0,0,normal
TXN00000208,2024-08-27,11,user_762679301,4392.0,payment,Kaolack,Wave,1,0,0,0,normal
TXN00000209,2024-07-30,11,user_782436873,30000.0,payment,Dakar,Wave,2,0,0,0,normal
TXN00000210,2024-11-21,0,user_786744174,44443.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00000211,2024-09-30,22,user_701625355,50000.0,transfer,Kaolack,Orange Money,1,0,0,0,normal
TXN00000212,2024-08-01,8,user_779718517,96746.0,withdrawal,Kaolack,Orange Money,0,0,0,0,normal
TXN00000213,2024-11-28,10,user_751681298,5869.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00000214,2024-07-06,20,user_755293936,22896.0,payment,Saint-Louis,Orange Money,2,0,0,0,normal
TXN00000215,2024-08-18,8,user_701961870,100000.0,withdrawal,Saint-Louis,Free Money,1,0,0,0,normal
TXN00000216,2024-09-11,11,user_777374774,20216.0,transfer,Dakar,Wizall,1,0,0,0,normal
TXN00000217,2024-07-10,18,user_769129618,50000.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00000218,2024-11-11,8,user_763121867,20057.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000219,2024-07-12,22,user_709269119,26850.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00000220,2024-08-12,15,user_702563565,3140.0,payment,Dakar,Free Money,1,0,0,0,normal
TXN00000221,2024-09-27,6,user_702708532,115445.0,deposit,Dakar,Orange Money,0,0,0,0,normal
TXN00000222,2024-12-03,10,user_773569908,19473.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00000223,2024-08-09,17,user_704356588,30000.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00000224,2024-08-31,15,user_789390330,7774.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00000225,2024-09-24,21,user_777384071,21169.0,transfer,Thiès,Wave,2,0,0,0,normal
TXN00000226,2024-11-10,9,user_771365746,11040.0,transfer,Touba,Free Money,0,0,0,0,normal
TXN00000227,2024-12-07,13,user_758626886,5315.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00000228,2024-08-21,9,user_707410589,30000.0,payment,Thiès,Free Money,1,0,0,0,normal
TXN00000229,2024-07-21,21,user_779995633,32196.0,transfer,Saint-Louis,Orange Money,0,0,0,0,normal
TXN00000230,2024-07-10,21,user_751109351,14213.0,transfer,Saint-Louis,Wave,2,0,0,0,normal
TXN00000231,2024-12-24,15,user_774279801,9832.0,transfer,Thiès,Wave,0,0,0,0,normal
TXN00000232,2024-09-25,16,user_708610341,26811.0,transfer,Dakar,Wizall,0,0,0,0,normal
TXN00000233,2024-08-27,12,user_779145476,62875.0,deposit,Thiès,Free Money,1,0,0,0,normal
TXN00000234,2024-08-07,7,user_765087449,30000.0,payment,Saint-Louis,Orange Money,0,0,0,0,normal
TXN00000235,2024-12-25,1,user_769694175,21533.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00000236,2024-11-26,8,user_782321168,13883.0,payment,Dakar,Wizall,1,0,0,0,normal
TXN00000237,2024-07-11,4,user_789676385,13137.0,transfer,Thiès,Orange Money,1,0,0,0,normal
TXN00000238,2024-07-22,10,user_755186100,120449.0,deposit,Dakar,Orange Money,0,0,0,0,normal
TXN00000239,2024-10-30,17,user_778142813,100000.0,withdrawal,Saint-Louis,Wave,2,0,0,0,normal
TXN00000240,2024-11-28,15,user_783456824,13300.0,transfer,Touba,Wizall,0,0,0,0,normal
TXN00000241,2024-07-13,8,user_773902349,48854.0,transfer,Thiès,Free Money,0,0,0,0,normal
TXN00000242,2024-07-22,14,user_784162498,24213.0,payment,Dakar,Wave,0,0,0,0,normal
TXN00000243,2024-07-30,19,user_705692884,9269.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00000244,2024-07-03,23,user_787785155,37381.0,transfer,Saint-Louis,Orange Money,1,0,0,0,normal
TXN00000245,2024-11-26,16,user_773344236,10103.0,payment,Thiès,Orange Money,1,0,0,0,normal
TXN00000246,2024-08-27,3,user_789744956,21599.0,withdrawal,Touba,Orange Money,2,0,0,0,normal
TXN00000247,2024-11-21,8,user_787382374,13262.0,transfer,Ziguinchor,Wave,0,0,0,0,normal
TXN00000248,2024-08-23,16,user_703320565,4775.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00000249,2024-10-27,19,user_754107305,9919.0,payment,Kaolack,Orange Money,1,0,0,0,normal
TXN00000250,2024-12-05,17,user_769294566,32506.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00000251,2024-11-29,11,user_767815897,100000.0,withdrawal,Dakar,Orange Money,2,0,0,0,normal
TXN00000252,2024-10-21,12,user_701331289,44005.0,transfer,Thiès,Wave,2,0,0,0,normal
TXN00000253,2024-08-26,21,user_773164079,30000.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00000254,2024-11-01,11,user_769250307,6445.0,payment,Dakar,Orange Money,1,0,0,0,normal
TXN00000255,2024-07-03,2,user_704085817,16718.0,transfer,Dakar,Wizall,1,0,0,0,normal
TXN00000256,2024-08-04,12,user_771548421,97316.0,withdrawal,Dakar,Free Money,1,0,0,0,normal
TXN00000257,2024-07-05,16,user_756623525,33266.0,payment,Dakar,Orange Money,2,1,0,1,phishing
TXN00000258,2024-12-05,10,user_708173547,36793.0,transfer,Saint-Louis,Wizall,2,0,1,1,phishing
TXN00000259,2024-09-08,6,user_788722606,2193.0,payment,Ziguinchor,Orange Money,2,0,0,0,normal
TXN00000260,2024-11-25,8,user_761788191,100000.0,withdrawal,Saint-Louis,Free Money,1,0,0,0,normal
TXN00000261,2024-08-26,13,user_765484870,146447.0,deposit,Dakar,Orange Money,0,0,0,0,normal
